,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
92,PV_e3TmuJuA,Python Simplified,I Bought an Alienware PC $2000 off!!! VLOG 2,"It turns out that assembling a computer for your needs is not nearly as fun as buying the pre built of your dreams!! 
Especially when the price is $2,000 off!!! 🤩🤩🤩
Here's an update on the extraterrestrial beast I ended up getting, mostly from the value and savings perspective, but I'll make sure to film a benchmarks video as well (yes, I have Cyberpunk for that 😉).
If you're in the same situation as I was - checking out some pre-builts is a great way to go! and if you're checking in the right place - you might even find the computer of your dreams for the price of your dreams, just like me! 😁
In this video, I'll share my story and hopefully this might help some lovely people!

If you guys want to find out what happened to my old laptop, check out my vlog about it:
https://youtu.be/obNlpLF4HW4

If you guys want to learn how to build a Python GUI Application, checkout my Tkinter tutorial:
https://youtu.be/y8PR4lTAh5E

**************************************************
         THIS VIDEO IS NOT SPONSORED!!!
**************************************************

#alienware #dell #alienwarepc #aurora #alienwareaurora #discount #refurbishedcertified #girlprogrammer","['alienware', 'dell', 'pc', 'alienware pc', 'dell pc', 'pc discount', 'alienware discount', 'alienware sale', 'good pc deals', 'pc deals', 'savings', 'refurbished', 'Refurbishment', 'Certified Refurbished', 'Certified Refurbished PC', 'Certified Refurbished Products', '$2000 off', 'alienware 30% off', 'alienware aurora r11', 'aurora r11', 'alienware aurora', 'girl programmer', 'vlog', 'computer deal', 'save on computer', 'Pre Built PC', 'Pre Built', 'computer discount', 'good value computer', 'best buy']",2021-03-26T16:30:16Z,8940,372,,101,PT8M53S,hd,false
93,9iZLDnW_vwU,Python Simplified,Create GUI App with PyQt5 - PART 1,"In this video we'll use PyQt5 to create the graphic interface of ""Who Wants to be a Programmer???"";
a computer science trivia game, which determines who is truly worthy of the title!
We'll design the first two frames of this game and learn how to switch from one to the other effortlessly.
We'll also discuss in detail all the important widgets (text, image, button) , we'll go over styling and layout commands, as well as adding interactivity to clickable elements (this is probably my favourite part of PyQt5 - it allows you to create hover events and utilize your pro CSS skills to their full extent!).

This is PART 1 of the complete project, where we focus on creating the GUI.
In the upcoming PART 2, we will load a database of trivia questions and connect all its functionality to our interface.

😍 WATCH PYQT5 TRIVIA APP - PART 2 😍
https://youtu.be/r2ZN0mTDnPc

********************************************

DOWNLOAD STARTER FILES:
https://github.com/MariyaSha/TriviaGame/tree/main/Trivia%20-%20Starter%20Files

PyQt5 Documentation:
https://www.riverbankcomputing.com/static/Docs/PyQt5/index.html

COMPLETE PROJECT:
https://github.com/MariyaSha/TriviaGame

MY NEW BLOG:
https://www.mariyasha.com/
(also pythonsimplified.ca)

CONNECT ON LINKEDIN:
https://www.linkedin.com/in/mariyasha888/

FOLLOW ON INSTAGRAM:
https://www.instagram.com/mariyasha888/

************************************
⭐⭐⭐  TIMESTAMPS  ⭐⭐⭐
************************************
00:00 - Intro
00:59 - Starter files walkthrough
************************************
1. CREATE WINDOW OBJECT
************************************
01:15 - initialize GUI app
01:31 - create QWidget window
01:46 - set window title
02:09 - set window width
02:22 - set window background color
02:58 - open window
03:05 - terminate app
************************************
2. RUN APP WITH TERMINAL
************************************
03:25 - open Anaconda or other terminal
03:29 - activate working environment
03:35 - change directory
03:57 - run app
04:12 - initialize grid layout
04:23 - apply grid layout
************************************
3. CREATE LOGO WIDGET
************************************
04:36 - load png image
05:00 - create label widget
05:10 - place image inside label
05:23 - place logo on grid
05:48 - set window position (fix)
06:36 - align label to center
06:56 - set label margin
************************************
4. CREATE BUTTON WIDGET
************************************
07:33 - create button widget
07:53 - set button cursor
08:32 - set button CSS style
10:05 - place button on grid
11:09 - set button padding and margin
12:02 - mouse hover event
************************************
5. CREATE FRAME FUNCTION
************************************
13:10 - create frame function
13:39 - call frame function
13:52 - create global dictionary of empty lists
14:40 - append local widgets to global dictionary
15:12 - place global variables on the grid
************************************
6. DESIGN FRAME 2
************************************
15:55 - define frame 2 function
16:09 - create text widget
16:53 - create wrapping text widget
17:36 - set word wrap
18:45 - place label on grid
19:26 - set column span
19:58 - fix typos and parameters
************************************
7. CREATE IDENTICAL BUTTONS
************************************
20:28 - create a button widget
21:05 - store button widget in a function
21:51 - return button from function
22:09 - add buttons to global dictionary
22:18 - call button function many times
23:17 - customize parameters for each button
24:20 - update function call with new parameters
************************************
8. SWITCH FRAMES
************************************
26:02 - define callback function
26:13 - hide all widgets
26:43 - reset global dictionary
27:49 - button callback
28:23 - switch frames continuously
************************************
29:54 - THANKS FOR WATCHING!
************************************

#python #pythonprogramming #learnpython #creategui #gui #graphicuserinterface #pythontutorial #programming #createapp #createpythonapp #interface #designinterface","['python', 'python programming', 'gui', 'pyqt5', 'python gui', 'create interface', 'create gui', 'gui tutorial', 'python tutorial', 'trivia game', 'pyqt5 widget', 'create widget', 'make widget', 'widget', 'interactive ugi', 'change frames', 'switch frames', 'gui frame', 'button widget', 'style widget', 'design gui', 'design application', 'create app', 'create application', 'atom', 'anaconda', 'girl programmer', 'coding', 'coding tutorial', 'css', 'css styling', 'codealong', 'pyqt5 introduction', 'graphic user interface']",2021-03-12T18:00:17Z,142533,3971,,417,PT30M25S,hd,false
94,y8PR4lTAh5E,Python Simplified,Create GUI App with Tkinter -  Part 2,"In this step by step tutorial we will upgrade our existing PDF Extract Application from Part 1, and extract images from a given PDF file rather than just its' text.
If you haven't had a chance to view Part 1 yet, I highly recommend to click on the link below and get up to speed:
https://youtu.be/itRLRfuL_PQ

For this project, you'll need to download a new set of starter files:
https://github.com/MariyaSha/PDFExtract

You don't have to use my test files, but make sure you're selecting test files that include BOTH an image and a text character. If only one of these exists - then your app might not behave as expected.

Tkinter Documentation:
https://docs.python.org/3/library/tkinter.html

Code for Extracting Images from PDF Files - Solved by Sylvain on Stack Overflow:
https://stackoverflow.com/questions/2693820/extract-images-from-pdf-without-resampling-in-python

************************************************
⭐⭐⭐ Time Stamps ⭐⭐⭐
************************************************
1. INTRO:

00:00 - Introduction
00:54 - Starter Files Walk-through
04:01 - Designing Wireframes
************************************************
2. CREATING AND PLACING WIDGETS

05:30 - Create Frame Widget and Place it on the Grid
07:59 - Create Button Widget
09:18 - Place Button Widgets on the Grid (inline)
10:39 - Discussing the Image Menu on Row 2
11:04 - Create a Frame and Text Widgets
12:32 - Create Icon Button Widget
15:09 - Align Buttons with the Sticky Property
16:04 - Extract and Display Image
19:07 - Resize Displayed Image
22:44 - Organize Code
************************************************
3. ADDING CALLBACKS AND FUNCTIONALITY

24:10 - Copy Text Button Functionality
26:54 - Save All Images Button Functionality
30:24 - Convert Images to RGB Mode
31:15 - Save Displayed Image Button Functionality
33:35 - Dynamically Change the Displayed Image
************************************************
4. LAST TOUCH-UPS

40:01 - Clear Global Variables for Each New PDF File
41:38 - Hide the Currently Displayed Image for Each New PDF File
41:58 - Clear Global List of Images for Each New PDF File
42:38 - Left Arrow Button Functionality
44:05 - Dynamically Change the Text of a Widget with StringVar()
47:18 - Thanks for Watching! 
************************************************

On another note, this was one of the most difficult projects to build as Tkinter was misbehaving each step of the way!!! 😵😵😵
If you guys are running into any issues with understanding the code or some of the processes - please let me know!! We can do a live session where I answer questions regarding this project, and of course keep an eye on my Gihub for new commits or resolved issues:
https://github.com/MariyaSha

Connect on Linkedin:
www.linkedin.com/in/mariyasha888

Follow on Instagram:
https://www.instagram.com/mariyasha888

#python #pythonprogramming #pythontutorial #pythonlesson #learnpython #tkinter #gui #tkintertutorial #guitutorial #pypdf2 #extractimages #pdf #programming #coding #stepbystep #tutorial #codealong","['python', 'python programming', 'gui', 'gui app', 'gui program', 'create gui', 'create a python app', 'gui with python', 'tkinter', 'tkinter gui', 'advanced gui app', 'graphic user interface', 'atom', 'anaconda', 'create widgets', 'create widget', 'widget', 'extract images', 'extract pdf images', 'extract pdf text', 'extract pdf', 'tkinter interface', 'python application', 'tkinter application', 'girl programmer', 'learn python', 'learn tkinter', 'build gui', 'python simplified', 'textvariable', 'stringvar', 'display image', 'pypdf2']",2021-02-14T04:06:27Z,64241,1819,,239,PT47M42S,hd,true
95,SsXcyoevkV0,Python Simplified,Web Scraping Facebook with Selenium - AUTOMATED BOT,"In this tutorial you will learn how to create a web scraping bot that can download an entire Facebook image gallery, both tagged and personal photos at once.
With the help of Python, Jupyter Notebook, Selenium and Chrome Driver - you will achieve 100% automation and obtain all the tools to adjust your code in the future, should Facebook change anything on their end.

Web Scraping Instagram with Selenium CODE ON GITHUB:
https://github.com/MariyaSha/WebscrapingInstagram/blob/main/WebscrapingInstagram_completeNotebook.ipynb

Web Scraping Instagram with Selenium VIDEO TUTORIAL:
https://youtu.be/iJGvYBH9mcY

Web Scraping Instagram with Selenium ARTICLE ON MEDIUM:
https://medium.com/analytics-vidhya/web-scraping-instagram-with-selenium-b6b1f27b885

Web Scraping Facebook with Selenium COMPLETE NOTEBOOK:
https://github.com/MariyaSha/WebscrapingFacebook/blob/main/FB_Scraper.ipynb

ARE YOU NEW TO PYTHON?
************************************
the tutorial below will show you how to:
a. quickly install Python
b. quickly install Jupyter Notebook

https://youtu.be/FZ5baopI_mo
************************************

TIMESTAMPS:
************************************
00:00 - 2:23 intro
************************************
a. preparation steps
         02:23 - Install Selenium   
         03:07 - Install Wget
         03:39 - Download Chrome Driver
         04:44 - Launch Jupyter Notebook
b. coding
         05:29 - Imports and Intro
         06:10 - Webdriver get command
         07:09 - Developer Tools Guide
         08:12 - Login: Username, Password, Submit
         09:26 - Dismiss Alerts: Stackoverflow
         10:59 - Shortcut to get Photo Gallery
         11:58 - Loop over tagged and personal photos
         13:12 - Scroll to the end of the page: Loop
         15:41 - Target all anchor elements on the page
         17:21 - Target specific anchor elements
         20:04 - Target all image elements on the page
         22:16 - Target a specific image element
         24:11 - Create a new directory at the root
         25:06 - Download all the photos 
         25:53 - Last Automation Step
         26:52 - Run the bot
         27:04 - Test the bot
************************************
#python #pythonprogramming #pythontutorial #learnpython #webscraping #webscrape #selenium #webscrapefacebook #extractimages","['python', 'python programming', 'coding', 'selenium', 'code', 'tutorial', 'web scraping', 'scraping', 'web', 'dom', 'bot', 'jupyter notebook', 'facebook', 'instagram', 'web scrape facebook', 'web scraping facebook', 'extract images', 'download facebook photo gallery', 'download tagged facebook photos', 'tagged photos', 'save tagged photos', 'save photos', 'save facebook photos', 'download facebook photos', 'facebook scraper', 'girl programmer', 'selenium tutorial', 'webdriver', 'web driver', 'scroll down selenium', 'bottom of the page scroll']",2021-01-30T05:00:13Z,86785,2119,,266,PT27M57S,hd,true
96,2eD8PK4VBCI,Python Simplified,Web Scraping Facebook Time Lapse,"Hi everyone, here's a quick screen capture of the automated Facebook Scraping Bot I've build to extract all your personal images and save them on your computer. 
This code also includes tagged images (hosted on other peoples' FB profiles) as well as your personal photos from all your albums and posts. 
I will film a tutorial on this as soon as my new computer arrives next week! (my old computer is no longer with us 😅)
In the meanwhile, feel free to use/adjust any piece of code you need from this .ipynb notebook on my Github: https://github.com/MariyaSha/WebscrapingFacebook
If you want to learn about some of the Selenium commands, checkout my Web scraping Instagram with Selenium article:
https://medium.com/analytics-vidhya/web-scraping-instagram-with-selenium-b6b1f27b885
Or wait for the step by step code-along tutorial, where we can build it together and talk about the reasoning behind all the loops and commands ;)
It was highly requested, so enjoy! 😄

Connect on Linkedin:
https://www.linkedin.com/in/mariyasha888/

#webscraping #web #scraping #scrape #bot #createbots #buildbots #createabot #selenium #facebook #webscrapefacebook #scrapefacebook #seleniumwebscraping #python #pythonprogramming","['python', 'python programming', 'time lapse', 'timelapse', 'webscraping', 'web scraping', 'facebook', 'web scraping facebook', 'webscraping facebook', 'web scrape facebook', 'web scrape', 'selenium', 'selenium scraping', 'selenium webscraping', 'girl programmer', 'jupyter notebook', 'screencapture', 'automate', 'automated', 'bot', 'create a bot', 'create bot', 'build bot', 'scraping bot', 'scraper bot', 'python bot', 'web scraping bot', 'automated bot']",2021-01-19T20:00:02Z,7267,108,,32,PT47S,hd,false
97,obNlpLF4HW4,Python Simplified,Where was I??? and why I'm considering building my own scavenging bot?? : VLOG #1,"Hey Y'all! 
It's been a while since I've filmed anything and I sure owe you guys an explanation! (I have great excuses, don't worry 🤣)
I'll explain what happened to my computer and why I'm considering doing the worst thing ever - scavenging for new computer parts (only for my own comp of course, but it's still a nasty nasty practice which I highly oppose!)
So to bot to not to bot - that is the question!
Let me know what you guys think I should do, I'm running out of time and hoping to find any other solution under the sun.
Peace and love to everybody, will see you soon in a Tkinter tutorial! ❤
#vlog #bots #scavengingbots #scavengers #computerparts #programmer","['programming', 'programmer', 'vlog', 'scavengers', 'scavaging bots', 'scavenger bot', 'computer parts', 'computers', 'girl programmer', 'bot', 'bots']",2021-01-14T20:30:05Z,11273,374,,81,PT3M47S,hd,true
98,P4F3PzCMrtk,Python Simplified,Professional Pandas Line Graph Plot in less than 10 Minutes,"In this video, you will learn how to make professional and high-quality line graphs in less than 10 minutes! 
NO NEED TO KNOW PYTHON!
You only need to have a Google Drive account and a very basic knowledge of English - I will explain everything else in detail, step by step!

Complete Notebook:
https://colab.research.google.com/drive/1rV-qKQ1T_vJhlJsiRb1gCsnB5zEtX1V0?usp=sharing

Read more about Pandas Plots:
https://pandas.pydata.org/docs/getting_started/intro_tutorials/04_plotting.html#min-tut-04-plotting

Get Inkscape (open-source Vector Graphics Editor) for touch-ups:
https://inkscape.org/

*********************************************************
⭐Timestamps:⭐
*********************************************************

00:00 - Intro
00:23 - Install Google Colab
00:58 - Create a new Colab Notebook
01:06 - Import Pandas
01:25 -  Choose domain and co-domain sets
01:44 -  Plot a basic graph
02:58 - Add a function name f(x) to the graph
03:51 - Add a grid to the graph
04:09 - Add a title to the graph
04:32 - Add a title to the axis of the graph
05:02 - Plot 2 functions on the same graph
05:40 - Save graph inside your Google Drive
06:09 - Mount Google Drive
07:02 - Prepare the plot for saving
07:43 - Save figure inside your Google Drive
08:52 - Set limits on the x axis (xlim)
09:40 - View and discuss results
10:23 - Thank you for watching!

*********************************************************
🤩 More graphs with Matplotlip & Pandas 🤩
https://youtu.be/MJ1945J_W0c
*********************************************************
🛑🐍 INSTALL PYTHON 🐍🛑
https://youtu.be/FZ5baopI_mo
*********************************************************

#python #pythonprogramming #coding #googlecolab #googlecollaboratory #plotgraphs #graphs #graph #plotgraph #drawgraph #creategraph","['graph', 'graphs', 'make a graph', 'plot a graph', 'python', 'python programming', 'pandas', 'google colab', 'google collaboratory', 'mount drive', 'install google colab', 'create a graph', 'make graphs', 'create graphs', 'line graphs', 'line graph', 'make a line graph', 'tutorial', 'step by step', 'girl programmer', 'plot pandas', 'functions', 'f(x)', 'axis', 'domain', 'codomain', 'math', 'plot functions', 'plot function graph', 'make function graph', '10 minuts', 'fast graph', 'professional graph', 'pandas line graph', 'pandas graph']",2020-12-19T03:30:11Z,26173,1413,,115,PT10M50S,hd,false
99,2RocXKPPx4o,Python Simplified,Create a Python App with Dear PyGui - Graphic User Interface,"*** IMPORTANT NOTES ***


finishedProject/app.py is now updated with global pred= []
Please avoid initializing it at check_spam(pred=[]), but initialize it earlier on a global scope and only then pass it to check_spam(pred). Complete + Updated Code on Github:
https://github.com/MariyaSha/SimpleSMSspamFilter_GUI/blob/main/finishedProject/app.py

If you had any issues with the code presented in this video - please check out the link above to see if it resolves is!


*** VIDEO DESCRIPTION ***

Learn how to create a fully-functional Python app step by step!
In this project, we will build a graphic user interface with the brand new Dear PyGui library!
We will connect this interface to my Simple SMS Spam Filter, which we've built together in a previous project. 
We will learn how to display images, text, user input, buttons, and separators, as well as hiding widgets and ""click"" event callback functions.

Starter Files:
https://github.com/MariyaSha/SimpleSMSspamFilter_GUI



******************************************
Time Stamps:
******************************************
00:00 - Intro
00:39 - Starter files walkthrough
01:03 - Open app.py in Code Editor
01:24 - Set widow size
01:43 - Set font size
02:00 - Set a theme
02:24 - Initialize window object
03:32 - Run Python file from command line
04:37 - Adjust position on secondary window
05:21 - Display an image
07:14 - Set padding
07:52 - Add separator
08:10 - Add Vertical Spacing
08:27 - Add a text widget
09:02 - Change text widget color
09:57 - Add a text input widget
11:02 - Add a button
11:19 - Attach a callback function to the button
11:43 - Define callback function
12:45 - Discussing the logic behind the callback function
13:39 - Access window object from inside the callback function
14:04 - Collecting user input
16:11 - Importing functions from a different Python file
17:04 - Learn more about these functions in my Simple SMS Spam Filter video tutorial!
17:19 - Adding widgets inside callback function
17:42 - Pre-Process the input
18:16 - Predict if the input is spam or not
19:13 - Adding a dynamic text widget inside callback function
20:17 - Hide widget
20:47 - Replace hidden widget with a new one
21:04 - Test the application
22:34 - Thank for watching!
******************************************

DearPy GUI Documentation:
https://hoffstadt.github.io/DearPyGui/index.html



#python #pythonprogramming #gui #graphicuserinterface #app #application #dearpygui #dearpy #programming #atom","['python', 'python programming', 'gui', 'graphic user interface', 'user interface', 'application', 'create an app', 'create an application', 'python program', 'dear pygui', 'dear py gui', 'simple sms spam filter', 'spam filter', 'spam', 'ham', 'atom', 'anaconda', 'python tutorial', 'python project', 'programming', 'coding', 'code-along', 'ui']",2020-11-27T01:00:09Z,318725,8085,,600,PT22M39S,hd,false
100,itRLRfuL_PQ,Python Simplified,Create a GUI app with Tkinter - Step by Step Tutorial,"#gui #tkinter #python
In this tutorial, we'll build a PDF extracting program that fetches text from a user-selected file.
We'll create a graphic interface with Tkinter, manipulate PDF files with PyPDF2 and present the logo of our app with Pillow/PIL.

STARTER FILES:
https://github.com/MariyaSha/PDFextract_text/tree/main/starterFiles

PART 2 OF THIS PROJECT:
https://youtu.be/y8PR4lTAh5E

Tkinter Documentation:
https://docs.python.org/3/library/tkinter.html

**********************************
⭐⭐⭐ Timestamps! ⭐⭐⭐
**********************************
00:00 - Intro
01:23 - Import modules
02:02 - Save as a Python file
02:30 - Run Python file in the terminal
03:43 - Create a Window/Root object with Tkinter
04:48 - Create a Tkinter Canvas Widget
06:14 - Tkinter Image Widget
08:35 - Add Text with a Tkinter Label Widget
10:10 - Discuss ""Browse"" Button Functionality
10:25 - Change the Text of a Button Widget
12:34 - Tkinter Widget Rowspan
12:57 - Stylize Button Widget
13:38 - Add Vertical Margins in Tkinter
14:18 - Attach Command Function to Button Widget
16:00 - Open Browse File Dialog
16:52 - Limit File Dialogue to Browse only for PDF files
17:48 - Read PDF file with PyPDF2
18:11 - Select a PDF page
18:25 - Extract Text from PDF file
19:36 - Create a Tkinter Text Widget
20:01 - Padding with Tkinter Widgets
20:12 - Insert Text into a Text Widget
21:08 - Justify Widget Text to the Center
22:35 - Test the App
22:54 - Thanks for Watching!
**********************************

Check out my Github:
https://github.com/MariyaSha

Follow me on Facebook:
https://www.facebook.com/MariyaSha888/

Connect on Linkedin:
https://www.linkedin.com/in/mariyasha888/

Follow on Instagram:
https://www.instagram.com/mariyasha888/","['python', 'python programming', 'tkinter', 'gui', 'graphic user interface', 'application', 'app', 'gui app', 'gui application', 'PyPDF2', 'Pillow', 'PIL', 'PDF', 'extract text from PDF', 'create gui', 'build gui', 'create python gui', 'atom', 'anaconda', 'python file', 'command prompt', 'gui program', 'gui software', 'codealong', 'code-along', 'code along', 'python project', 'python project for beginners', 'build a gui', 'tk', 'browse dialog box', 'mainloop']",2020-10-30T17:30:29Z,523049,13196,,855,PT23M56S,hd,true
101,iJGvYBH9mcY,Python Simplified,Web Scraping Instagram with Selenium,"*** IMPORTANT NOTES ***

⭐Struggling with some of the commands?⭐
Watch my live webinar about Automating Instagram Comments:
https://youtu.be/XnEgVZsZgco

It's much more detailed, with slower phase and room for questions!

The ⭐new⭐ and improved article is now available on my blog:
https://www.mariyasha.com/post/web-scraping-instagram-thumbnails-with-selenium

Also, please refer to an ⭐ UPDATED VERSION ⭐ of the code on Github with wider functionality and error fixes:
https://github.com/MariyaSha/WebscrapingInstagram/blob/main/ImageExtracting_bot.ipynb

*** VIDEO DESCRIPTION ***

Struggling with scraping dynamic language websites? No need to worry! I got you covered
with this super simple web scraping with Selenium tutorial!
In this video, we'll create a database of cat photos, which we'll extract from Instagram by searching for ""#cat"".
We'll work closely with the Developer Tools, target specific elements and discuss the best selectors to use depending on the situation.
We'll also talk about the common errors when scraping React and the best way to tackle them.

Starter Notebook:
https://github.com/MariyaSha/WebscrapingInstagram/blob/main/WebscrapingInstagram_starterNotebook.ipynb

Complete Notebook:
https://github.com/MariyaSha/WebscrapingInstagram/blob/main/WebscrapingInstagram_completeNotebook.ipynb

UPDATED ENHANCED Notebook (most recent!):
https://github.com/MariyaSha/WebscrapingInstagram/blob/main/ImageExtracting_bot.ipynb

Tutorial on Medium:
https://medium.com/analytics-vidhya/web-scraping-instagram-with-selenium-b6b1f27b885

**********************************************
Timestamps:
**********************************************
00:00 - Introduction
01:08 - Download Chrome Driver
02:21 - Set up Chrome Driver
03:07 - Open web page with Selenium
03:41 - Log in to Instagram with Selenium
09:39 - Dismiss pop up messages
12:19 - Search for a keyword
15:49 - Scroll down along the page
16:48 - Select all the images
18:25 - Create a directory on your computer
20:10 - Save images inside the directory
22:42 - Thanks for watching!
**********************************************

Checkout my Github:
https://github.com/MariyaSha

Connect on Linkedin:
https://www.linkedin.com/in/mariyasha888/

Follow on Instagram:
https://www.instagram.com/mariyasha888/

#webscraping #selenium #instagram #bot #createbot #webscrape","['web scraping', 'selenium', 'dynamic language', 'react', 'instagram', 'webscraping', 'python', 'python programming', 'python web scraping', 'jupyter notebook', 'webpage life cycle', 'scrape a webpage', '#cat', 'Selenium log in', 'web driver', 'Chrome driver', 'download Chrome driver', 'Python simplified', 'python tutorial', 'web scraping tutorial', 'web scrape', 'bot', 'Selenium bot', 'automation', 'automate', 'python coding', 'python lesson', 'hashtag']",2020-10-10T01:00:10Z,168996,4036,,647,PT22M56S,hd,true
102,mzbJd0NhW2A,Python Simplified,Build a Neural Network with Pytorch - PART 1,"In this lesson, I will demonstrate how to build your own neural network with Pytorch and word embedding!
This network is designed to create a story based-off several books that I've trained it on, and therefore I named it StoryTeller.
In this video, you will learn how to manually batch data, create a neural network class, and define the structure of your model.
I'll explain my trail of thought and the considerations when building such a model, and I'll also introduce you to Pytorch, which is a very powerful tool for Machine Learning and AI.
This is just an introduction, as I didn't include validation or pre-processing of our dataset, which are also very important steps that I've skipped to save some time (YES, it takes more than 35 minutes to build a proper model!) 
I highly recommend downloading/copying the starter notebook from my Google Drive, and proceeding to Part 2 of this lesson once you're done structuring your model.
#pytorch #python #neuralnetwork #ai

⭐Train a Neural Network - StoryTeller PART 2 ⭐
https://youtu.be/GTyTG3XzPq8

********************************************************************************
LEARN ABOUT BASIC AI CONCEPTS - FOR MACHINE LEARNING BEGINNERS:
********************************************************************************

⭐My Perceptron Tutorial - a single node in a Neural Network ⭐
https://youtu.be/-KLnurhX-Pg

⭐My Error Function Tutorial - Binary Cross-Entropy Loss ⭐
https://youtu.be/EJRFP3WmS6Q

Starter Notebook and Files:
https://drive.google.com/drive/folders/1J9Am97Kyeviofr7wEDSpCiv3bSxZ60Tg?usp=sharing

Timestamps:
0:00 - Introduction
1:41 - Convert dataset from strings to integers
3:00 - Word to Index 
4:58 - Batch Data / Train Data Structure
7:47 - Neural Network Structure
8:44 - __init__ Function
11:32 - Forward Function
14:52 - Print Model Structure
15:47 - See you in part 2!

Connect on LinkedIn:
https://www.linkedin.com/in/mariyasha888/

Follow me on Facebook:
https://www.facebook.com/MariyaSha888/

Follow me on Instagram:
https://www.instagram.com/mariyasha888/

Check out my Github:
https://github.com/MariyaSha","['pytorch', 'python', 'ai', 'artificial intelligence', 'neural network', 'pytorch model', 'model', 'build a neural network', 'create a neural network', 'word embedding', 'n-gram', 'n-gram modelling', 'word to index', 'word mapping', 'python programming', 'machine learning', 'batch data', 'dataloader', 'coding', 'google colab', 'learn python', 'learn ai', 'code example', 'code-along']",2020-09-28T17:30:23Z,24497,570,,52,PT16M4S,hd,false
103,GTyTG3XzPq8,Python Simplified,Train a Neural Network with Pytorch - PART 2,"In this part of the lesson, we'll learn how to define the training function for our model, as well as connecting to a GPU engine FOR FREE!
I've also included lots of helpful code inside the starter notebook to account for checkpoint saving, checkpoint loading, loss plotting, and prediction, so please make sure you copy/download it from the link below!
Even though the model is not nearly as accurate as it can be, we will test it at the end of the video and check how logical our predicted story is.
Feel free to experiment with different weights, batch size, embedding dimensions, linear transformations, activation functions, losses, optimizers and etc. as I'll be doing this on my end as well.
Once I reach a great accuracy with my StorryTeller, we'll go over this model in much more detail and tackle all the functions we didn't have a chance to build together (including validation and pre-processing).
In the meanwhile, you can use this code to troubleshoot your own models or build new models based-off the same principles and hopefully, this will give you a good idea about some of the processes involved in AI.
#pytorch #python #neuralnetwork #ai #gpu #cuda

Starter Notebook and Files:
https://drive.google.com/drive/folders/1J9Am97Kyeviofr7wEDSpCiv3bSxZ60Tg?usp=sharing

Timestamps:
0:00 - Introduction
0:36 - Train Function
1:19 - Check if GPU is available / Cuda
3:21 - Iterating over epochs
4: 25 - Iterating over the features and target
4:40 - Convert data to tensors
5:43 - Set gradients to zero
5:53 - Step Forward
6:30 - Calculating Loss
6:55 - Backpropagation
7:04 - Update the parameters/weights  
7:13 - Update Running Loss
7:41 - Print epochs and running loss while training
10:21 - Fix indentation and typos
11:07 - Set up training parameters
11:35 - Set the loss / criterion
11:59 - Set the optimizer
12:45 - Set the epochs
13:05 - Set the device
13:33 - Call the training function
14:18 - Fixing Errors
14:57 - Training on CPU
15:36 - Save the checkpoint
15:59 - Connect to GPU
16:40 - Training on GPU
17:03 - Load Checkpoint
17:40 - Plot a graph of the loss
17:55 - Prediction
18:36 - Prediction Results
19:53 - Thanks for watching!

Connect on LinkedIn:
https://www.linkedin.com/in/mariyasha888/

Follow me on Facebook:
https://www.facebook.com/MariyaSha888/

Follow me on Instagram:
https://www.instagram.com/mariyasha888/

Check out my Github:
https://github.com/MariyaSha","['pytorch', 'python', 'neural network', 'ai', 'artificial intelligence', 'machine learning', 'train ai', 'train model', 'train neural network', 'train function', 'gpu', 'cpu', 'cuda', 'epochs', 'python programming', 'train with pytorch', 'predict', 'prediction', 'storyteller', 'story teller', 'n-gram', 'n-gram modelling', 'word embedding', 'word mapping', 'word to index', 'backpropogation', 'feedforward', 'python simplified', 'mariya sha']",2020-09-28T17:30:00Z,7370,283,,36,PT20M39S,hd,false
104,FZ5baopI_mo,Python Simplified,Install Python with Anaconda,"Hi everyone! I've recently upgraded to a new SSD drive and as a result - I need to install Python once again, as my computer was formatted in the process.
In this video, I will walk you through the installation step by step, and by the end of this video - not only that you'll have Python installed - but you will also process your first line of code with Jupyter Notebook.
#installpython #python #anaconda

Timestamps
0:00 - Intro
0:30  - Download Anaconda and Python
1:23 - Setup Python
1:53 - Setup Anaconda
3:00 - Open Anaconda Prompt
3:21 - Create an Anaconda environment
4:00 - Activate Anaconda environment
4:20 - Install Python with Conda
4:54 - Install Numpy with Conda
5:19 - Install Pandas with Conda
6:04 - Install Matplotlib with Conda-Forge
6:55 - Install Jupyter Notebook 
7:42 - Open Jupyter Notebook
7:58 - Create a new Jupyter Notebook document
8:14 - Print ""Hello World!"" in Jupyter Notebook
8:36 - Thanks for watching!

Connect on LinkedIn:
www.linkedin.com/in/mariyasha888/

Check out my Github:
www.github.com/MariyaSha

Follow on Facebook:
www.facebook.com/MariyaSha888/

Follow on Instagram:
www.instagram.com/mariyasha888/

Stock Images by:
www.freepik.com/","['install python', 'python', 'install anaconda', 'anaconda', 'install numpy', 'numpy', 'install pandas', 'pandas', 'install matplotlib', 'matplotlib', 'install Jupyter Notebook', 'install Jupyter', 'Jupyter Notebook', 'Anaconda Environment', 'Conda', 'conda-forge', 'download python', 'download anaconda', 'windows 10', 'install python on windows 10', 'install python with anaconda', 'python programming', 'programming']",2020-09-11T17:24:25Z,40104,926,,111,PT8M57S,hd,false
