video_id,comments
XAoZbtIsgU0,"['Excellent set of resources 😊', 'thank you so much for this information dear', 'Thanks Thu.', 'Awesome resources', 'Great Video as usual Thu, I really enjoy every video you make, please keep them coming', ""Honestly, I'm having a really good time watching all your videos. All interesting to watch. I couldn't have enough haha. Do you have like twitter account where I can provide feedback about which topics could also be interesting for shifters like me to Data Science? Hoping I could follow you there also! Thank you for awesome contents!"", 'Thank you so much, I have learn statistics but not visually, the tips will be very useful for my further study in data science and love from Nepal...', 'amazing, thank you for video', 'Awesome selection of resources! Thank youuuu', 'Visual intro to ml is awesome so is the immersive math , it helped me alot with vector etc . \n\nAlso you have very comman name can you pin your linkedin']"
Q9LkrbgaRUI,"[""I've also completed Google Data Analytics Certificate and I agree with her opinion! \nFor beginners, It's very good to know the overview of data analytics and how to make analytics process include making questions.\nBut as she said , it doesn't include the details of SQL and statistics. Learning by other materials will be required."", 'Are they teaching excel or google spreadsheet in this course?', 'As a student who majors in Geography & Environmental sci and no background in the data world... I would like to know the difficulty level of this program and the chances of securing an entry level job with only this certification... Thank you in advance for your comments/feedback regarding this query :)', 'Hello, great video ! If you start from scratch , would you do this certification?', 'Thanks for the review! \n\nI am at the 7th course already and I tend to agree with all you say. \nI think it is good to get a good grasp and the big picture about what Data Analysis is all about but it is overall very basic.\nAnother big limitation as you pointed out is the lack of statistics.\nMy next step is to do specific courses on tools such as SQL, Tableau and Python as well as start building projects. \n\nCarlos.-', 'Thank for your sharing.', 'Thank you for putting out such amazing content. Your videos are so well put together, concise, focused, funny and educational.', ""I started John Hopkins University's Data Science Specialization. It is more about statistics and R language is being taught. I liked R when preparing the data and training  models. But somehow I don't know why I like phyton when I want to visualize some charts. And one more thing about R is paranthesis usage. Phyton needs less paranthesis. Anyway, video is great. Thank u for ur tips again."", 'One mistake I made in high school algrebra classes is that I just divided my homework time into two steps, read the section of the chapter and attempt to do the problems.  I would try the problems, do a few easy ones and give up. What I should have done is re-read the section in light of what I encountered in the problems. In a well tested course, the clues to do the homework are in the reading assignment. Keep re-reading until you find the clue or hint; this is likely to be a minor detail on first reading. If there are special cases, think like a computer programmer and how one would code them as ""IF"" statements.  In your certificate program, if hundreds of students have done it before you, the information you need to solve the problem should be in the lectures or reading. Don\'t be afraid to listen to the lecture twice and read four or five times (with breaks in between) and then for error messeges there is always Google. But, when you are doing your own independent project, there is no guarantee that the information you need is in the days readings and you do not have step by step instructions (unless you have written them yourself -- a good idea BTW). You have to decide what method to use because it is not necessarily given in an assignment. You gain an entirely different perspective.', ""I recomend taking at least one college level introductory statistics class (or high school AP statistics class).\nIf yoiu survive the statistics class; any certificate program will be easier (and more fun) by comparison.\nThe problem is that traditional statistics classes have nuggets of vital information buried under unnecessary hand calculations and enormous amount of confusing details. But, if you survive the statistics course and remember the top two levels of the outline (don't worry about the third level of the outline) you will be well prepared (in terms of basic statistics) for the certificate program. Cerfificate programs tend to have the opposite problem, they tend to be very  heavy on computer programming, homework but light on the concepts. With Stat 101 under your belt you will find that compared to your peers you have some missing information glossed over or omitted by the certificate program.""]"
C9dWbD1Rrvc,"['Hi, I am Dede from Nigeria, and I am finding your channel very useful as I just began my data journey', 'Hi! I Love this channel. I am a last year Industrial Engineering student and I want to use the knowledge I acquired from my career and apply it to data analytics. I got a little background on Python in College. Atfer that I have study by myself. I hope everything goes well for all of you :)', ""Thank you for your advice, it's pure gold!"", ""Hi Thu Vu, I'm a great fan of yours. I'm from Bangladesh. I have an MBA degree that I earned 18 years back. I worked for 25 years in Bangladeshi Banks. Recently I quit my full time job with an aim to be a data analyst and eventually a data scientist. Now, I'm learning Python, but I don't know how much python is required to learn for data analytics/data science. Also could you please guide me in this regard that will be helpful to me? I'm waiting eagerly for your response."", 'Cảm ơn chị Thu vì những chia sẻ thực sự hữu ích!', '<33', ""I'm so happy I came across your channel! I have been wondering a lot on what I really wanna do in my life. I'm a registered Psychometrician in my country but the profession is not in demand and if there is, it does not really pay the bills,  so I went to education. Though teaching taught me some skills, however, I learned that I wanna dwell more in research more specifically in the data analysis part. I didn't know about the opportunities of having such interest and some skills in data analysis if it wasn't for your vlog. Your vlogs encouraged me to learn more about data analysis. Thank you for making me feel excited and alive in learning once again 😊"", 'Thank you for showing the light for me now I can have a guide from Applied Economics to Data Scientist❤❤', ""Hi there! I really appreciate your content. It has been very helpful and inspiring. I am a recent Business Econ, Finance undergrad  where my focus was econometrics and statistics. I decided to pursue my degree later in life as part of a career change. I know plenty of people in industries in which I'm interested, but none of them actually work in analytics and aren't really familiar with that world. Do you have any advice for someone who is building their network from scratch?"", ""Wow! Your teaching are awesome.. I'm passionate about transitioning from Chemistry to data analytics next month. \n  Much Love from Nigeria.""]"
85X8D0-5mfc,"['You look like my former coworker', 'No one is reading anymore 😢 do you have video resources for what you said that can help us . Thank you', 'Thanks a lot for the video, Thu 🔥🔥', 'Hi,\nI want your advice on my domain change can we connect on LinkedIn?', 'Thank you!', 'Wonderful content.', ""Your videos are super helpful.. Not too technical but you explain things in such a way that's easy to understand for newbies like me. Thousands like for you.. Though YouTube allows only one."", 'Help me', 'I come from a computer science background.  Please limit your comments to a minimum.  It should be used only to describe details that the variable name cannot.  Your variable names should be the main description of what the code does.  Put more effort into variable naming.', 'Thank you for the video. Can I request for you to make a video for someone who is not in Data Science field but want to have career shift into this field?']"
5LWoJAh-kww,"['Hi Thu! Thank you for this valuable content. Could you recommend any comprehensive course on statistics?  Thank you!', 'Hello, just some clarification. If you’re a data analyst(not a data scientist) could you list the amount of statistics you need? Would you need logistic regression, hypothesis testing and all that or does it stop at descriptive statistics like mean, mode etc..', 'thank you for the information =)', 'How to switch from data analyst to data engineer', 'sis i just want to ask is it possible to get a DA remote job if i  thoroughly self study + taking bootcamp + build a portfolio ?', 'Thanks a ton girl', 'Please give a chance to become your assistant 😌', 'Awesome helpful video dear', 'Hi Thu, just started my journey to learn to become a business analyst/data analyst and honestly still struggling alot with Python, R, etc. but learned alot from you from your sharing and throughout your whole journey e. Keep up good work and hope to see more useful content from you 😊', 'Hi i am from India.. I have a career gap.. I left my job 3 yrs gap.. Since then several things happened.. I know about data analyst.. But it really required many skills.. But since I have gap and facing financial problems.. What most required skill set I should learn or focus on to enter.. Is excel, power bi, sql is enough for decent salary package or should I also pursue python.. Plz suggest🙏']"
_RzoHVWKwq4,"['🙏🙏🙏😃😃😃🧠🧠🧠🧠', 'Great video. Sooo helpful. Thank you 🙏🏽', 'Best instruction :) Thank you!', '4:58 haha very funny!', 'I loved the video!! As a visual learner it has been way better for my college lectures!! 😁', 'Love it', 'Good review! Keep it up!!']"
hWKLO7GtpiU,"['@Thu Vu data analytics Hello Ms Thu Vu! Your videos are great and I have been following them. I will be 42 years old when I leave my present (government!) job. I have a Bachelors’ Degree in Electrical and Electronics Engineering and a masters’ degree in Control and Instrumentation Engg. But I have not worked in these fields. Nor do I have any programming knowledge. I have enrolled for an online Masters’ Course on Data Science and AI from International University of Applied Sciences, Germany. I am looking to migrate to the Netherlands or Germany from India after 2025. What are my opportnities going to be like, especially considering my age and country of origin? I would not mind if you said the prospect is not great as long as you are being honest. I just want to be sure I am on the right track and am ready for a course correction if I am not. My domain expertise is on radars, by the way!', ""hey , could you share exp how's the opportunity of freelance data scientist compared to Finance , Marketing ? Since most corporates are preferring in-house data scientist team better than outsourcing"", ""Thu Vu ma'am next video on data analytics vs data scientist vs data engineer"", ""You're perfect!"", '13:33 :)  keep going!!!', 'Thanks 👍', 'Nice content .very informative', 'Thu Your Content is soooo Informative, I love watching it and recommending it to my students, Please keep them coming, wish you all the best', 'great video , new subscriber in your channel , will you do more videos ?', 'Chị xinh quá, xem mãi em vẫn chưa hiểu nội dung :D']"
dBZqggW22rs,"['Do you like Procreate over notability or GoodNotes for digital notes? Isn’t much simpler to use notability to create these notes. I’m thinking if I should learn procreate to be cool :)', 'I love your videos. You not only have impressive taste in hardware and software, but you demonstrate impressive skill in using them. I am learning a lot even as I stumble and realize just how much awesome skill you bring to the table. It’s what I need to shake me out of my complacency and move forward.', '3:59 audio improves (less echo) — 5 months later much more consistent high quality audio\nYesterday, I tried Apple Notes in a lecture (Life @ UCF) for the first time. Typed name of lecturer, date and topic in advance. Then I found with the typed in text I could no longer take handwritten notes - no ink from pen. Solution was to open a new note and I was able to take handwritten notes with Scribble automatically converting to text. Will have to cut and paste to combine two notes. Although I generally liked having handwriting converted to text, I am not sure I like it in real time. For example, I couldn’t make a list because I couldn’t get scribble to use my line endings. So if the note is something other than linear text, real time Scribble gets in the way. So, I reluctantly agree with you to turn off Scribble or use an art app such as Procreate. I think there are batch ways to convert handwritten notes to text. I am beginning to understand and appreciate the skills you bring to these apps!  Another example of your skills is I am still trying to figure out how to organize files under Carnets and use Wes McKinney’s notebooks. Then I have to synchronize Zotero and Obsidian with their Windows PC counterparts. But, I am at least grateful I got my replacement router working!', 'Hi! Thank you Thu Vu, This is great information not only for Ipad Pro user but any device user, Your video was a great overview for me, I´m migrating from Onenote to notion.\nTip/trick: If you make your register with an educational email they give you ""Personal Pro"" plan for free.', 'u are awesome!', 'great tips, thank you!', 'Enjoying your channel so far, keep up the good work!', 'How did I miss this???! 😁💕\n\nThis is pure class. Thanks for always Thu! \n\nI am literally ""fanboying"" 😂\n\nI still have lot of ground to cover. But I choose to latch on to this channel through my journey of becoming a Data Scientist/Analyst.', 'Thank you!!', 'Please give pdf of your notes.it will help others.thank you']"
QDdqsFCIxIk,"[""Am I  on the right channel to learn data science? After watching your last video further clicks on your first video(this?), I asked myself. and my intuition tells me ''yes'' and here we go I started it. Thank you."", 'can you please say which mic & camera you are using?', 'Journey to miles.\nThank you so much.', ""Lovely range of tips Thu! Thanks. I see this was your first video though you said 'welcome back' at the beginning! 😂 but well done with your first! I am getting inspired by you to create my first one too...hopefully soon 😁"", 'thank you, please i need you help!!', 'Very diff but great inputs from similar topic videos. Thanks again Thu Vu!', ""Replying email and control backspace was new for me , I think it's gonna save me from a lot of frustration especially when I'm running late 🌻"", 'Valuable insight😇', 'good tips for working time at home']"
VSCpNI4WGMU,[]
zvQ-DouI66I,"['🔥 My FREE ChatGPT Cheat Sheet: https://frankandrade.ck.page/08c94cf1c1', 'I would pay plus if they make plus users bypass too many attempts in one hour.else the speed will make you use the quota faster and have less ChatGPT usage.', '""The road to success and the road to failure are almost exactly the same."" --Colin R. Davis', '""Don\'t raise your voice, improve your argument."" --Anonymous', ""Agree - the price seems a bit steep. It's a wonderful tool of course, and definitely worth the money if there were no free or altetantive options and you were relying on it. It's still way faster than waiting for responses on Stack Overflow or trying to write a script for a video. Even if you had to wait a minute per query, there are plenty of things a busy person can be doing during that time."", 'Alternatively you can pay for their API, make your own UI, and pay almost nothing. Although I am not sure if there are maybe some drawbacks or something.', ""I think the main reason is the 24/7 availability.  I don't want to keep trying to get into the system over and over again."", 'It all depends what your time is worth.  Most consultants or developers make way more than $60 per hour.   So that’s one dollar per minute so if chat GPT paid saves you only 20 minutes per month it will be worth it correct?  I remember 25 years ago I started paying someone to mow my lawn even though it cost $30, but it would’ve taken me one hour so I would lose money mowing my lawn.  It’s all relative if you times not worth a dollar an hour then yes your times better spent leveling up your skills or finding customers or something.  But if you’re using it every day, most of the day, I would think the savings would be tremendous.', 'But if it saves you a minute on average and you do more than 60 prompts thats an hour saved, sure if you do not prompt that much its not worth it']"
jxzL3Pj3UVs,"['You can do that with Python? 😮', 'chatgpt not working from my end. Its still need lot of development.', 'very inspiring to see how you are using ChatGPT to create', 'Approximately how did it take you to create the app?', ""Thanks Frank. And I haven't watched the video yet""]"
LDlD5k8S0oQ,"['If you\'d like to know how to use ChatGPT to web scrape not only simple websites like ""books.toscrape"", but real websites like Amazon and Twitter, check this video 👉https://youtu.be/GapR6gIIHDs', 'Can you show some more processes? 😮', 'it works but in discord it locks account find a solution please', 'I am getting error. \nTwo.captcha.api.apiException:ERROR_WRONG_USER_KEY', ""Seriously????? You know that chatgpt didn't do anything right??? It didn't actually bypass anything the undetected_chrome lib is made by a real dev and it has docs that you can follow to create this, and you actually told it to specifically use this lib so you already know the solution."", 'How to get your process blocked in 3, 2, 1...', ""Seems like a tutorial for how to digitally trespass... even though you say it's for educational purposes only, not sure if the disclaimer matters  😏"", 'Thanks for bogging down chatgpt...', 'This is a good video, showing the potential use case and ensuring no one else can replicate this process again.', 'Using ChatGPT against itself......you will anger the AI Gods :-)']"
WYiU0NuyQwk,"[""Learning to code in 2023? Here's how I'd use ChatGPT to learn to code (if I could start over) 👉 https://youtu.be/Eh_KovOmQRQ"", ""I already do this with automater on mac and it's realy easy. But I understand you are showing/teaching techniques etc, which is appreciated."", 'For example, what do you do when you download data from the Internet and there are 3 files inside, one video, one pdf, one picture, but you need all three. And your script separates them', 'i´m having problems adding a Documents folders to the script :S it says it cant find that route :S', 'Did it help you to get a girlfriend? ;-)', ""Nice, i'm also building GPT automation project (for knowledge and insights distillation), good to know you can apply this to automate diff areas of your life!"", 'No sane person monitors a directory with a loop. You have inotify and similar stuff.', ""Just a name to verify if duplicate? Damn... That's dangerous. Should make sure the file size is the same"", ""Add a check to compare for sizes before deleting the duplicates so you don't accidently deleted files with common names that are actually different."", 'Where did you place the script inside your computer so that it would categorize the files?']"
aaDLzRTuc3I,"['For more info, check here: https://medium.com/p/783323a916c3', '""Check out my latest YouTube video on the ChatGPT VSCode extension! Effortlessly integrate ChatGPT into your VSCode workflow. Watch now: https://www.youtube.com/watch?v=es5IYexrbhs 🔥💻 #ChatGPT #VSCode #AI""', 'It was only a matter of time before a free copilot like extension would be released.', 'Is the extension on intellij/pycharm available as well?', 'Not able to install on my vscode on m1 mac. Anybody have this issue?', 'Sooo copilot without the privacy policy?', 'Gpt like a develope google ))!', 'Need to pay for api tho😔', 'shortcut for pc', 'is the api free?']"
Eh_KovOmQRQ,"[""I'm so glad AI killed StackOverflow. I never liked StackOverflow."", 'i think we need to know far more to make it work properly', 'Python it is, then JavaScript', ""One thing I'm not clear on as a beginner is where do I write the code and run it?"", 'very good', 'Please explain to us how to extract phone numbers from Google Map', 'Python multi purpose language. Great take away. Gave me clarity.', 'share that tinder code you been working on brother.', 'I used ChatGPT to write python code to read license plate numbers from a video using OpenCV.   Not only did it generate the code with comments, it also told me about the caveats such as cropping the frames for it to work properly.    My mind is blown.', 'hola\n\n-diego']"
A4gYAKry7P0,"[""If you'd like to know how I'd use ChatGPT to learn to code, check out my new video 👉https://youtu.be/Eh_KovOmQRQ"", 'Thank you for you valuable video - this is what many of us need with real example of coding - great tutorials! I am learning how to become a data analyst and found that many companies still using spreadsheets - so I am learning python panda library to automate many processes that are slow in excel. more example like this video are very welcome', ""I would like to thank you for showing how ChatGPT can help with Excel queries. It is awesome. I am learning pandas library to move away from the slowness and crashing of excel, especially when files are linked to multiple files in other folders. I am good with formulas, but I don't want to learn VBA or power query, so I went straight to Python. However, is ChatGPT going to stunt my learning of the pandas library since it provides the code, or is it better to gain a working knowledge of pandas before using ChatGPT?"", 'Wow! This is insane.', 'Power query and power pivot is much easier', 'I hate + to concatenate strings. Use f-strings', 'You can do this very easily thru Excel using Power Query....', 'This is fire.....', 'Cute but your prompts are so bad !! Not everybody knows how to use Python. VB is th epreffered language in Excel and DOS  commands would be better to rename the files !\n\nMuch simpler !\n\nCHATGPT\nTo rename all Excel files in a directory and add ""2022"" to the front of the file name, you can use the following command:\r\n\r\nAnswer\r\nfor %f in (*.xlsx) do ren ""%f"" ""2022-%f""', 'so convenient that you always have exactly 1000 sales per month!']"
GapR6gIIHDs,"[""If you'd like to know how I'd use ChatGPT to learn to code, check out my new video 👉https://youtu.be/Eh_KovOmQRQ"", 'Best video of 2023 so far', 'I think typing code is much faster', 'This is so amazing. As someone who has never coded this has saved me so many hours of banging my head against a wall trying to get the data I needed. OpenAI is so incredibly powerful. Thank you!', 'Hey brother can you tell me why i am getting only [ ] this in output whenever I try to scrap data of some websites? Does this happen due to they use javascript? Or it happens because javascript is not supported by beautiful soup? So is selenium best for all types of javascript, css and html websites? Also please make a video or provide your email i am facing issues in installation of chrome webdriver.', 'Many thanks', 'what about scraping with facebook????', ""I tried it on a website to get the top 10 ranking series but I couldn't do it. The website called shahid. Can you help me ?"", 'what about age verification box pop ups and recaptcha v3?', 'Good jobs !!']"
j35rgDPp1mM,"[""If you'd like to know how I'd use ChatGPT to learn to code, check out my new video 👉https://youtu.be/Eh_KovOmQRQ"", 'Amazing, thankyou!', ""A few psychologists in my country use R instead of Python for statistical analysis. In your opinion, is there anything that R makes that Python doesn't? Or is there anything that is just so much easier in R to prefer it over Python?"", 'an intresting happened, i was practsing the on the sql server, suddenly i decided instead  of making the queries or codes on ur own, how about if iask chatgpt to generate sql codes fot the same and wonders of wonder it actully worked, but comes codes were returning error, the only catch is during an interview if they ask that do u know sql...ones reply would be  yes if chatgpt is allowed in office pc....lol', '""I just got 120 IT certification in 1 day!""... coming soon', 'I love ChatGPT and I think this is the best channel to learn it.', 'how can i scrap data from deep web links through tor browser in python?', 'Great video - When trying a similar web scraping example, I got a message saying that it cannot perform the task and may be a violation to the content policy. Is this a new policy or does it only work with some sites?', 'So I should stop my data science degree before starting it or what ?', 'Did you Cover this in the Udemy course? please Share the udemy link I will purchase']"
fgFHYZFO8Yo,"['Hey guys, when it comes to web scraping with ChatGPT, simple prompts like ""web scrape website X using Python"" won\'t always work. It worked in this video, but it didn\'t work for sites like Amazon and Twitter. Anyway, I found a trick to scrape any website with ChatGPT. For more details, check out this video 👉https://youtu.be/GapR6gIIHDs', 'Good to know... I\'m including this in my new Kindle book, ChatGPT Frequently Asked Questions.""  Great info.', 'Like and subs my friend. Thank you. I found your predicting Qatar  2022 WorldCup very good. (Medium).', 'thank you so much, this will be of great help ☺️☺️', 'damn so many people using it and making millions of videos!', 'Yeah, enter your phone number on a third party lib for whatsapp so a guys behind it can can your number. Nice.', 'I love you ♥️', 'Have not notice any automations, these were just various methods to achieve specific functionalities.', ""Shame it doesn't work in my country"", 'Quite soon all the Python and JS developers will be replaced with ChatGPT :)']"
yat7soj__4w,"[""Hi! Here's a couple of notes to keep in mind before watching this video:\n\n- Note 1: Once the World Cup 2022 begins, the Wikipedia page will update the final results of every match. In case you want to extract the 2022 fixture as shown  in the video, use this page: https://web.archive.org/web/20221115040351/https://en.wikipedia.org/wiki/2022_FIFA_World_Cup\n- Note 2 I didn't record the video where I extract the missing football data, but you could either check the code on my Github (link on the description) or read my step-by-step guide on how to do that: https://medium.com/geekculture/how-to-collect-data-for-a-data-science-project-with-python-in-3-steps-40effa214aea"", ""I don't know where it's in your github repo. Could someone helpme out. Thanks."", 'Hello sir, Not able to find dict_table', 'Interesting topic. It would be equally interesting if you could make a video on Football Analysis via Chatgpt', 'You never showed how you got the missing data', 'Argentina', 'Não foi o Brasil 😭\nBut this is nice explanations about how analysis this data type, what need consider to determine the winner 👏👏', 'for those who look for the part of ""missing data"", I don\'t think he posted the video, visit his git-hub and find the code.', 'Hey Andre where can I find a video explaining the missing data. How did you use Selenium?', 'Bro plz make a virtual assistant plz']"
anEoBZkZRHA,"['This did not age well', 'Hii  thnx for lat us sharing the good matter and do more learning here ..  i wann know in #Function predict_points i wonder if the match going to ""Penalty "" what i what should I do ?? And i guess ur explain here at group stage right ??', 'Well its wrong because it is Argentina vs France but good job anyways', ""you didn't use machine learning model did you?"", 'what panda version did you used?', ""Sorry dude. But Morocco was not in your list. Hahaha. Don't always trust the model. LOL."", 'I seriously love the way you code 👏👏👏', ""Can't thank you enough. Now I need to brush up on Poisson Distribution"", 'In df_fixture_group_6 in that line i got error..can u tell me how can I solve it ?\nIt shows that method is unscriptable or something', 'Thank you for this video']"
XDIscigGpGI,"['Once the World Cup 2022 begins, the Wikipedia page will update the final results of every match. In case you want to extract the 2022 fixture as shown  in the video, use this page: https://web.archive.org/web/20221115040351/https://en.wikipedia.org/wiki/2022_FIFA_World_Cup', ""Cheers mate. I can't thank you enough"", 'Thanks you so so much!!!!', 'Thanks Frank! Really well explained and interesting for learners who like football . Looking forward to the new videos :)', 'This is going to be fun! :D', 'Which one is best beautiful soup, selenium or scrapy.\nIf I start your udemy course from scrapy part It would be good or bad', 'Assalam o Alaikom sir.\nI buy your course Web scrapping course from udemy site.\nAfter practice this course I would be able to earn money from it.', 'Thank you Frank for bringing this learning video to us.  I have seen in one of your previous articles mentioned that several methods are employed to scrap websites to get the underlying information, from using pandas for simple websites, through beautiful soups to using selenium /scrapy for dynamic websites.  Hope you can do more such teaching videos how different ways are used for different contexts.']"
inGyy7rzeI4,"['Once the World Cup 2022 begins, the Wikipedia page will be updated with the final results of every match. In case you want to extract the data as shown in the video, use this page: https://web.archive.org/web/20221115040351/https://en.wikipedia.org/wiki/2022_FIFA_World_Cup', 'Hello great tutorial thanks mate. I got an index error ""IndexError: index 1 is out of bounds for axis 0 with size 1"" on df.rename. Same code nothing changed. Any suggestions?', ""For all_tables, you can also use the match keyword like below: \nall_tables = pd.read_html('https://en.wikipedia.org/wiki/2022_FIFA_World_Cup', match='Pos')\n\nThe match keyword matches only tables that have the string 'Pos', which happens to only be in the 8 tables we are interested in. Hence, the line above will only return the 8 tables we want."", 'wow. i really learned a lot. thank you very much sir.', 'Thank you so much Frank, was waiting for this tutorial!!!!', 'Hello Frank,\ni am currently studing software engineering, thanks to your youtube videos and the course  you offer really  made me enjoy Data Science. I would like to hear your advise on what is the best route to becoming a Data scientist and what options do i have with just a software engineering degree.\nKind Regards.', 'Hello Frank. Thanks for putting this together. Please, what file format will dict_table be in? It would have been good to open it up.', 'Thank you very much for your video. People working with spyder are likely to have problems importing pickle. I attach the solution: pip install pickle-mixin']"
1IYtkkEOuoU,"[""You're amazing. I really needed to learn how generate pdf from html. God bless you"", 'How can i send dynamic array for the itemss and totals?', 'Hello. Thank you for an AMAZING video! My only question is how can I change an output path for created pdfs?', 'Thank you,  great video.', 'This is perfect! Can we make this as an app, even terminal app so we can add the values and it generates the invoice', 'Great video Frank, very helpful.', 'Perfect, are you offering a bootcamp for automation?']"
H8Ars15wGRM,"['Excellent video! Tks for this', 'Frank, thank you for this video. It was very helpful!', 'Do I need frameworks to automate?', 'Hi sir. Thanks for this. I have a question. Do you know how to make it possible to choose different excel file everytime I want to automate the word document?\nI want to use the same docs template, but with different excel files.', 'This is awesome', 'Excellent work. Thanks!', ""I am getting this error in email automation, please resolve it...\n\nem['From'] = email_sender\r\nTypeError: 'type' object does not support item assignment"", 'Excelente video, Muchas gracias Frank, me va a servir de mucho', ""It's there something similar but for sheets and docs from Google?"", 'Nice video, well explained!']"
NJTNeXofbps,"[""Interesting, do you know the code for auto refresh if the message ''We are unable to find any....''?"", 'Could you please put this code on github or something', 'Wouldn’t it make sense to… have tinder swipe right on everything… And then just go through and delete the people you don’t want?', 'I think a step forward for this project would be to build an AI model to analyze the matched profile and make a predicted response suggestion. Then, send a message based on that.', ""Hey Frank, can you create something like this for me, but instead of swiping left or right, it scrapes their bio and photos? I'll pay for it obviously."", 'That\'s cool. I could imagine adding an AI to rate the hotness of the women and only swipe right if they\'re equal to or above a lower limit.\n\nIf they don\'t have a face pic, auto swipe left. If they\'re a ""content creator"" auto swipe left.', 'Can I pls have your email so we could talk privately pls thank', '@ Frank Andrade, brilliant but why don’t you just create a app for that? It will make it much easier 👍', 'this was working yesterday but i updated windows and now its not connecting to any ports. any suggestions? using windows. can create new browser session when options argument is removed from driver declaration. but when options is added no port can be found.', 'Gracias por compartir- Saludos de Bogota - Colombia']"
LQ0r_vsdqQw,"[""Hey hi , can you please provide a video about How to pull the data from website into google cloud bucket with using python script.\nand script was writting in google cloud editor ,but we failed, can please upload this solution video. may be it's helpfull to future things.\nThanks."", 'Hello!\nThanks for this video. I\'ve completed course ""Autotesting on Java"", and now I see how much easier to do the same things on Python.\nSo I bought your course on udemy )) knowlage never could be too much', 'It works, Thank you! I hope it will last!', ""Just want to say this was a huge help for me. I'm trying to get into programming / data analysis and thanks to your videos I've been able to automate my wife housing market reports for her job, and learn a ton along the way. It used to take her hours of doing the same repitiionous clicks, but now I've scripted the process by scraping the infomation from the websites, placing them into a CSV, and now I'm working on automating the process with excel. (thinking about trying to do it in Tableau also. Still deciding on that.) Anyway, thanks so much!!!!"", ""more money then I would recomnd getting Ableton, it's much more powerful and better organized. You don't need to get the suite"", 'if i don.t now how to use soft pNice tutorialsical', 'creative comnt...........................Thank you!!!!!!', ""video's."", 'i love it', 'Buenas tardes Frank, veo que tienes contenido de calidad en YouTube e incluso tienes un curso en Udemy en Español el cual estoy considerando seriamente en comprar, pero, no veo nada de cómo solventar problemas en webs dónde te ponen captchas. Vengo trabajando con Selenium y no sé que posibilidades tengo para evitar que me salten captchas y poder seguir scrapenado, ¿sería posible pasarlas con Scrapy? ¿tienes pensado hacer algún vídeo al respecto? Gracias de antemano!']"
lKO3qDLCAnk,"['Thanks, but i have questions\nif i have code:\n\nlist = [0]\nfor i in range(100000):\n    rand = random.randint(1,2)\n    if rand == 1:\n        a = list[i] * 0.5\n        list.append(a)\n    elif rand == 2:\n        a = list[i] + 3\n        list.append(a)\nPrint(list)\n\nCan this code solved by numpy?', 'klappe', 'Thank you man!', 'thank you soo much!! your videos help me out a lot!!']"
ZQAnkjfvZAw,"[""Hey there,\r\nGod bless you efforts.\r\nI am new to sql with a general enquiry.\r\nWhy using a cursor would make use of ram memory much more than views?\r\nAren't views produced in memory ram?\r\nThanks for taking care of my enquiry."", ""Thank you very much for this simple but very effective video. Your time and effort are very much appreciate here. Just a question if you don't mind: what is the advantage of using SQLite instead of just importing your data properly formatted and placed in a xlsx/txt/xml file? Anyway....thank you"", 'mycursor = conn.cursor()\n    mycursor.execute("""""" \n                     SELECT * FROM MYFIRSTTABLE\n                    """""")\n    output = mycursor.fetchone()\n    print(output)\nWill also do the trick an don\'t need to go to the site... just saying...', 'I cracked soft soft today!', 'What about PyMongo?']"
ekK_DoINeRQ,"['""A goal is not always meant to be reached; it often serves simply as something to aim at."" --- Bruce Lee', '""You must expect great things of yourself before you can do them."" ---Michael Jordan']"
BYZi27PeT8o,"['Complete tutorial to learn how to use the Mito library: https://youtu.be/WDWidlTy8Uw', 'Its not a free tool', 'Yeah no.', ""Same clichés by a person who doesn't seem to know about Power Query and DAX."", 'Great tutorial I’m starting to use PC so this was useful', 'Interesting.. will check it out', 'Hi Frank! Tell us how to work using both Pycharm and Jupiter. Sometimes you just need Jupiter, as in your example in the video, and sometimes Pycharm of other works. How convenient it is to work so that there are no conflicts, how to differentiate them, how you work.']"
x5Qoz-l3NYY,"[""For 5. you're not  guaranteed to keep the order though"", 'p̷r̷o̷m̷o̷s̷m̷', ""hi Frank for learning python web scrap in udemy. which is first time for me so do I need to learn python first and then jump into webscrap or else shall I take the course directly coz I'm novice"", 'Thanks man, very cool stuff!', 'Great tutorial! Would you mind sharing a notebook from the examples? Thank you!', 'Obrigado']"
XS7eQidBR3w,"['Great bring some cool projects regarding Data Science', 'Got the cheat sheet!', 'we untrestand the process but how we can sell data to companies ,Fiver or  in carighlist , can you make a video to show us the process ?', 'pքɾօʍօʂʍ']"
g_j6ILT-X0k,"['Your solution really worked. \nThank you so much', ""I don't understand the part: define context=context. What is that for?"", 'Thanks!', 'Works perfectly but how about sending to bulk email,  like having a list of emails in a txt/csv file and sending via python. I will appreciate your response. Thanks 💖💖💖', 'Helpful vídeo. + One like', 'thanks man.. great video', 'Method working greatly👌', 'Thank you very much, is there anyone trying this in Feb 2023?', 'Thank you!!! it helps me', 'That 2-strep verification is CRUCIAL, I asked chatGPT, it gave the right answer but miss the verification part. thx a lot !']"
