video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
EEiqGjCNLRs,Python Simplified,Django QuickStart Web Application for Beginners,"Welcome to the QuickStart guide to Django Applications! 🤩
Where Django is a popular Python-based framework for web development and today we will set it up from scratch!

In this tutorial we will focus on some the main components of websites. We will:
1. Setup a Django development server using Python (01:46)
2. Render an HTML template (05:18)
3. Add some CSS Styling (13:26)
4. And last but not least - JavaScript client side interactions (20:24)

🛑 PLEASE KEEP IN MIND 🛑
-----------------------------------------------
This is a QUICKSTART guide with the sole purpose of connecting all the above components together! By the end of this tutorial you will have your very own template of a basic Django website and you will also learn which files and terms we use for different operations.
Or alternatively, you can just clone my code if you already have some background with Django:
https://github.com/MariyaSha/DjangoQuickstart

In the next few tutorials we will learn how to work with Django databases and templating engine! After we have all the basics covered - we will then move with creating a useful application and even hosting it online.

💻 RELATED TUTORIALS OF MINE 💻
--------------------------------------------------------------
⭐ Anaconda for Beginners:
      https://youtu.be/MUZtVEDKXsk
⭐ Flask Hello World Web App for Beginners:
      https://youtu.be/6plVs_ytIH8
⭐ Simple Calculator Web App with Anvil:
      https://youtu.be/NiQdsK3H57Y
⭐ Advanced Web App with Flask and SQLite:
      https://youtu.be/v3CSQkPJtAc

⏰ TIME STAMPS ⏰
-----------------------------------------------
00:00 - intro
00:45 - install Django
01:46 - create Django project
03:04 - run Django server
03:56 - customize port number
04:37 - create Django app
05:18 - create an HTML template
06:31 - setup a templates directory
07:46 - working with views
09:19 - working with routes
13:26 - create a CSS stylesheet
14:56 - setup a static directory
15:59 - HTML file structure
17:50 - link stylesheet with templating engine
20:24 - setup JavaScript
21:18 - link JavaScript with templating engine
22:34 - thanks for watching!

🤝 Connect with me 🤝
--------------------------------------
🔗 Github: 
       https://github.com/mariyasha
🔗 Discord: 
       https://discord.com/invite/wgTTmsWmXA
🔗 LinkedIn: 
       https://ca.linkedin.com/in/mariyasha888
🔗 Twitter: 
       https://twitter.com/mariyasha888
🔗 Blog: 
       https://www.pythonsimplified.org

💳 Credits 💳
----------------------
⭐ Beautiful animated graphics by:
       mixkit.co",,2022-08-24T15:34:55Z,36094,1692,,174,PT23M11S,hd,true
Xa9qIp6JCMI,Python Simplified,String Data Type - Python for Beginners - Lesson 2 #python #shorts #data #programming  #coding,,,2022-08-19T15:30:06Z,11767,,,21,PT53S,hd,false
SDVyGPDYgDE,Python Simplified,Basic Data Types - Python for beginners - Lesson 1 #python  #shorts #programming #coding #data,,,2022-08-16T14:30:10Z,11133,,,19,PT34S,hd,false
Otr6BW-uKFs,Python Simplified,Zip Vs Range - Which is Faster? Benchmarking YOUR code suggestions too!,"In my recent Dictionary Comprehension tutorial, I've asked you which of the two approaches you think is faster - zip or range? today we will empirically measure the speed of both algorithms within for loops and within comprehensions.
In addition, I've collected a few of YOUR code examples from the comment section (which is even more exciting to benchmark 😉)
Checkout my recent tutorial here for more information:
⭐ Dictionary Comprehension:
       https://youtu.be/khCzymLy_QE

For this stream, I'm borrowing Badger's benchmarking code. You can find it on Github and use it on your own functions 😀:
https://gist.github.com/JBraunsmaJr/c79d096626b84517fa29f817da39df58

Originally Badger's code was meant to check whether LIST comprehensions are faster than for loops and under which condition. It came up in the viewer comments of another recent tutorial:
⭐ List Comprehension:
https://youtu.be/SNq4C988FjU

In other words - this stream will introduce us to advanced concepts of analyzing algorithms and their running time. So it's not about just making things work, but making them work efficiently! 💪💪💪

Also, I figured out what to do with shorts! Will tell you all about it in this stream! See you soon! 😍

🤝 Connect with me 🤝
--------------------------------------
🔗 Github: 
       https://github.com/mariyasha
🔗 Discord: 
       https://discord.com/invite/wgTTmsWmXA
🔗 LinkedIn: 
       https://ca.linkedin.com/in/mariyasha888
🔗 Twitter: 
       https://twitter.com/mariyasha888
🔗 Blog: 
       https://www.pythonsimplified.org","['zip', 'range', 'python', 'python programming', 'coding', 'learnpython', 'faker', 'random', 'dictionary comprehension', 'for loop', 'list comprehension', 'algorithms', 'algorithms and data structures', 'ads']",2022-08-12T21:27:36Z,10003,404,,12,PT2H52M7S,hd,false
vNwQTzM2l_c,Python Simplified,Utilizing my spouse and Milly to help me film shorts... zero improvement though 😅😅😅,,,2022-08-10T19:55:56Z,9266,286,,29,PT30S,hd,false
khCzymLy_QE,Python Simplified,Dictionary Comprehension - Create Complex Data Structures Step by Step,"Welcome to the best tutorial I've ever filmed!!! 😍😍😍 
Today we will talk about Dictionary Comprehension which is a very clever technique to construct dictionaries from different collections of data. 
We will start with a 🐍 basic code example 🐍 (00:47 - 03:47) and we will move on to practice our new set of skills with 3 FUN and USEFUL exercises:
1. Superheroes exercise:
    correct a distorted dictionary (03:47)
2. Genetics exercise:
    create a random DNA sequence by pairing bases (08:26)
3. Authentication exercise: 
    create a dictionary of users with random passwords (14:55)

⭐ Get complete tutorial code ⭐
https://app.wayscript.com/lairs/6d18a957-46bd-4283-8b97-c323c9b0245d/public/

🎥 RELATED TUTORIALS 🎥
---------------------------------------------
⭐ Python For Loops for Beginners:
       https://youtu.be/dHANJ4l6fwA
⭐ List Comprehension:
       https://youtu.be/SNq4C988FjU

⏰ Time Stamps ⏰
--------------------------------
00:00 - intro
00:21 - tutorial plan
00:47 - create dictionary with for loops
     01:04 - zip function approach
     01:37 - range function approach
02:05 - dictionary comprehension with zip
02:47 - dictionary comprehension with range
03:17 - dictionary comprehension with tuples
03:27 - dictionary comprehension with Pandas Data Frames
03:47 - modify dictionary in place (exercise #1 - superheroes)
08:26 - create a dictionary of lists (exercise #2 - DNA)
14:55 - create a list of dictionaries (exercise #3 - user authentication)
     17:23 - create random passwords
20:46 - dictionary and list comprehension disadvantages
21:12 - outro and thanks for watching! :)


💻 Copy starter code 💻
----------------------------------------
⭐ EXERCISE 1:
my_dict = {
    ""Spider"": ""photographer"", 
    ""Bat"": ""philanthropist"", 
    ""Wonder Wo"": ""nurse""
}

⭐ EXERCISE 3:
keys = [""id"", ""username"", ""password""]
users = [""mariyasha888"", ""KnotAbot"", ""spongiBOBO"", ""IAMBATMAN""]

🤝 Connect with me 🤝
--------------------------------------
🔗 Github: 
       https://github.com/mariyasha
🔗 Discord: 
       https://discord.com/invite/wgTTmsWmXA
🔗 LinkedIn: 
       https://ca.linkedin.com/in/mariyasha888
🔗 Twitter: 
       https://twitter.com/mariyasha888
🔗 Blog: 
       https://www.pythonsimplified.org

💳 Credits 💳
----------------------
⭐ Beautiful icons by:
       flaticon.com
⭐ Beautiful animated graphics by:
       mixkit.co","['dictionary', 'dict', 'dict comprehension', 'dictionary comprehension', 'python', 'data science', 'data structures', 'complex data structures', 'ds']",2022-08-07T15:30:10Z,41462,1884,,171,PT21M58S,hd,true
H6SUfuBobh4,Python Simplified,Premiering a Brand New Dictionary Comprehension Tutorial on Sunday! See you soon! 😉,,,2022-08-06T15:00:18Z,8593,533,,26,PT27S,hd,false
9K4pkmM-EUk,Python Simplified,Another (failing? 😅) attempt at filming shorts. I'm not good at this. At all!,,,2022-08-02T20:08:23Z,14954,1056,,84,PT27S,hd,false
bIxezhejGo0,Python Simplified,Do you Need a Tutor or Mentor for Programming?,"I've been getting lots of requests from viewers regarding one-on-one tutoring or mentoring sessions. 
In this live stream we will discuss why you DON'T need to pay somebody for such basic guidance and motivation!! 🙃

⭐ Reason 1 - I'll be dedicating entire stream sessions to do just that (not on a one-on-one basis though 😅). 
So if motivation is what you seek, you can get it free of charge!
 
⭐ Reason 2 - There are plenty of free learning resources! neat and organized courses in professional online academies, teaching computer science step by step. 
I will share with you all the courses I took recently, and you will see the magnitude of information available for you right here right now! 
Its there for you - you just need to grab it! 😀
You can find the slide with all the links I'm sharing here: https://docs.google.com/presentation/d/1DHgz-Hnq38NiwSDHsZY4zgskrT1XeMTVe0yGa9hE48A/edit?usp=sharing

Also - are you ready for the Sound and Audio Code Jam ?? Only 24 hours left to register - don't miss your chance to advance your skills and make valuable connections with other talented developers!
Beginners are welcome! don't worry about your level of experience, you need to start from somewhere!

⭐ More jam information here: 
      https://youtu.be/tRlEkCLQ-fk
⭐ Or in my blog: 
      https://www.mariyasha.com/post/sound-and-audio-code-jam
👾 Join our Discord community: 
      https://discord.com/invite/wgTTmsWmXA","['python', 'pythonprogramming', 'programming', 'coding', 'programmingtutor', 'tutor', 'mentor', 'programmingmentor', 'code', 'computer science', 'learnprogramming', 'learnpython']",2022-07-14T19:36:22Z,13609,591,,54,PT1H56M56S,hd,false
tRlEkCLQ-fk,Python Simplified,Brand New Code Jam Begins! Gain Hands On Programming Experience - Register today!,"It's the perfect time for a new code jam challenge, where teams of talented developers compete with one another! This time, we have an extra musical jam topic for you - SOUND AND AUDIO! 🤩🤩🤩
So are you looking for hands-on programming experience? are you looking to add an extraordinary project to your professional portfolio? are you looking to make valuable connections with people from you industry? or maybe you're much more interested in having fun and winning the grand prize?
In all cases - joining our jam would be the perfect opportunity to practice and improve your programming skills! you'll get to share and receive knowledge from you teammates and
gain a much better understanding of the processes involved in software design and development! 🤓

👾 Register Today! 👾
-----------------------------------------------------
Please join our Discord community, which is the main communication environment of the jam:
https://discord.com/invite/wgTTmsWmXA
Then, you can either follow the instructions given in the video, or you can follow this detailed blog post:
https://www.mariyasha.com/post/sound-and-audio-code-jam

⭐ Please note ⭐ 
before you can access the code jam requests channel, you'll need to add a reaction in the general code jam channel (preferably introduce yourself 😉)

🚨 VERY IMPORTANT 🚨 
please do not forget to confirm your registration 24 hours before the jam begins with ""/registration confirm"" 
This is how we know that everyone will show up for sure to support their team! if you don't do this - your registration will not be complete.

🏆 Grand Prize 🏆
-----------------------------------------------------
This code jam is brought to you by Apify, an incredibly powerful web scraping and automation platform!
Each member of the winning team is going to win a 6 month free subscription to Apify's personal plan 🥳🥳🥳
You'll be able to use it to automate hundreds of time consuming tasks, hide your ip with proxies, run multiple scrapers at once and even host and run your code on Apifys cloud!
For more details, checkout Apify: https://apify.com/

But that's not all! If your sound and audio project involves anything related to web scraping or automation - Apify will provide you with free plans and support for the entire duration of the jam! 😱😱😱 
Do you need to scrape music notes or lyrics? Do you need to automate some time consuming tasks? Please tag me on Discord in the private channel of your team @PythonSimplified with a brief description of what you'll need for your project and we will set you up with all the necessary tools! 🙂

Also, if you require any special assistance throughout the jam, you can always reach out to Apify directly via their Discord community: https://discord.com/invite/jyEM2PRvMU



🧑‍⚖️  Judging Criteria 🧑‍⚖️ 
-----------------------------------------------------
To win the code jam you'll need to impress our favorite team of moderators, this time myself included! 😉
We haven't changed the judging criteria from the last jam, so here are the general guidelines we'll take in consideration:

1. creativity - blow our mind and go as far as your imagination takes you!
2. code clarity - can somebody other than the team members understand the code? is it nice and neat with commentary?
3. innovation - has anybody ever seen something like this before? or was it implemented in such way?
4. functionality - does it work? 🤪 did you deliver what you intended to deliver?
5. user experience - how convenient is your app/service for the average user?
6. design - how appealing are the aesthetics? do you like how everything looks? (personal taste situation)
7. modularity and separation of concerns - different pieces of functionality are logically separated, your HTML is in a different file than your CSS or Python, etc.
8. teamwork - did all the active team members contributed to the efforts? did anybody leave the jam before the due date?
9. clear README documentation - please make sure you give us a briefing of your project along with the dependencies, authors and sources (if any).
10. clever control flow - smart use of conditional statements, loops, list comprehension, etc.
11. EFFORT!!! if you put lots of hard work in your project but something went wrong - we will take that into consideration.

💳 Credits 💳
-----------------------------------------------------
Beautiful titles by: https://mixkit.co/
Beautiful stock videos by: https://pixabay.com/videos/
Sound Icon by: https://flaticon.com
BadgerBot5000 Code Jam Bot by: https://github.com/JBraunsmaJr

🤝 connect with me 🤝
_______________________
- Github: https://github.com/MariyaSha
- Discord: https://discord.gg/wgTTmsWmXA
- LinkedIn: https://www.linkedin.com/in/mariyasha888/
- Twitter: https://twitter.com/MariyaSha888
- Blog: https://pythonsimplified.ca

⭐ BEST OF LUCK TO ALL THE JAMMERS ⭐
⭐ MAY THE CODE BE EVER IN YOUR FAVOUR ⭐","['code jam', 'codejam', 'coding jam', 'coding challenge', 'coding competition', 'programming competition', 'coding contest', 'programming contest']",2022-07-10T12:00:24Z,5854,279,,52,PT7M5S,hd,false
